,Query,Sentiment_Level
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
243,Other Other MTN 2G MTN,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
243,Other Other MTN 2G MTN,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
265,Abuja North Central Airtel 2G Bad quality over here.,1
243,Other Other MTN 2G MTN,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
265,Abuja North Central Airtel 2G Bad quality over here.,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
265,Abuja North Central Airtel 2G Bad quality over here.,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
243,Other Other MTN 2G MTN,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
243,Other Other MTN 2G MTN,1
243,Other Other MTN 2G MTN,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
243,Other Other MTN 2G MTN,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
243,Other Other MTN 2G MTN,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
243,Other Other MTN 2G MTN,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
243,Other Other MTN 2G MTN,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
265,Abuja North Central Airtel 2G Bad quality over here.,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
243,Other Other MTN 2G MTN,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
265,Abuja North Central Airtel 2G Bad quality over here.,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
54,Ogun South West MTN 4G The network is very poor even with the 4g,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
262,Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
257,Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
198,Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
243,Other Other MTN 2G MTN,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
292,Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
285,Ondo South West MTN 4G I guess they are tired of been network provider,1
78,Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
271,Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
