Query,Sentiment_Level
Ogun South West MTN 4G The best you could ask for!,4
Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
Ondo South West Globacom 3G Good and reliable but only on very important and big occasion they tend to Fuck up,3
Oyo South West Globacom 4G GLO network coverage isn't so good in my area. Browsing the internet is really poor,3
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Lagos South West Airtel 4G Opening a new app will require that I flip the switch of mobile data. Unless I am using a mifi router. ,3
Oyo South West Airtel 3G It's network is very good in calling but doesn't send messages to another phone..,3
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Ogun South West Globacom 4G Glo is very good over here. Browsing can be slow sometimes but it is good on average.,5
Adamawa North East 9mobile 2G Very bad network,0
"Delta South South MTN 3G Well, apart from the fact that I've been using a lot of data lately even when I don't see what I am using it for. MTN is most likely everywhere and I get to use it even if it's ain't so good at some place but it's quite manageable.",3
Oyo South West MTN 4G Fair ,4
Lagos South West MTN 3G Very satisfactory and I have no issues at all.,5
Ogun South West MTN 3G Not too good for browsing. It cuts off sometimes and is very slow almost every time.,4
Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Ondo South West Globacom 4G It's not good but not that bad,3
"Lagos South West MTN 4G 40mb/s in Nigeria, if that should do.. ",5
Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
"Rivers South South MTN 4G It has been ok, though I'm using a phone that doesn't support 4g. ",3
Delta South South MTN 4G It fast & reliable,4
Ondo South West MTN 4G Very fast and enjoyable. MTN works great,5
"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
Lagos South West MTN 4G I'm that game freak. I find it very amusing i get smooth gameplay during poor weather conditions. MTN's game 🎯.,5
Ogun South West Globacom 4G Glo is very good over here. Browsing can be slow sometimes but it is good on average.,5
Oyo South West MTN 4G Satisfactory network quality.,4
Lagos South West MTN 4G I only have issues with the internet provider. It is sometimes slow especially when rain falls,4
Ondo South West MTN 4G The service is always poor when it's rainy,3
"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
Oyo South West MTN 4G In all network mtn is the best,0
Ogun South West Globacom 3G The network is sometimes frustrating ,2
Oyo South West MTN 4G In all network mtn is the best,0
"Anambra South East MTN 4G The sim is good and easy to use, no big problem associated with it.",4
Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
Abia South East MTN 4G Really good performance here.,5
Lagos South West MTN 4G Very very awesome. I am so pleased with mtn's quality of service.,5
Other Other MTN 2G MTN,1
Ogun South West Globacom 3G The network is sometimes frustrating ,2
Ondo South West MTN 4G Thanks ,5
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
Abuja North Central Airtel 2G Bad quality over here.,1
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
Ogun South West Globacom 3G Very weak and unsatisfactory. I dont like it at all,3
Osun South West MTN 4G Very lovely and I am so impressed,5
Ondo South West Globacom 3G Good and reliable but only on very important and big occasion they tend to Fuck up,3
Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
Other Other MTN 2G MTN,1
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Abuja North Central MTN 4G It's been fair but it could be better,2
Ogun South West MTN 4G The network is very poor even with the 4g,1
Ondo South West MTN 3G It is good expect for data that finish quickly,4
"Ondo South West MTN 4G MTN, alongside top brands, are playing a major part of the biggest scam in the telecommunications industry ",3
Lagos South West Globacom 4G I love Glo,4
"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
"Oyo South West Globacom 4G My user experience is dependent on my location, even within a location. Take for instance, I might have to leave my room for the kitchen because the network there would probably be better.
 It's so bad that you leave a chair in the sitting room  for another chair in that same sitting room, or you place your phone on your head to tap network..lol

It's a fact also that one network is better in a particular geographical location than the other. Take for instance, I'd prefer to use Glo in Ife and MTN in Ibadan because of where I stay in both places.

In all, the quality of service is frustrating, and the usage is expensive because it's data consuming ",3
Delta South South MTN 3G Not bad,3
Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
Enugu South East Globacom 4G Glo network is Good here in Enugu(Akpugo) but if it's raining or windy network becomes bad.,4
Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
Lagos South West MTN 4G Not too good 😪Mtn needs to improve ,3
Delta South West MTN 4G It's okay,4
Ondo South West MTN 4G I guess they are tired of been network provider,1
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
"Lagos South West MTN 4G Sim and service is good but it always depends on the area, there are some areas that network won't work and the rate at which data is being withdrawn is too high and annoying ",3
Lagos South West Airtel 3G Very poor network,3
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
Abuja North Central Airtel 2G Bad quality over here.,1
Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
Adamawa North East 9mobile 2G Very bad network,0
Ondo South West Airtel 3G Airtel is good.,5
Lagos South West MTN 4G ..,5
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
Oyo South West MTN 3G It's a very good sim for browsing though it misbehaves after it might have rain..,3
Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
Lagos South West MTN 4G Great,4
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
Adamawa North East Globacom 2G Very poor. Do not use!!,0
Lagos South West MTN 3G Satisfactory ,4
Lagos South West MTN 3G Satisfactory ,4
Abuja North Central MTN 4G The quality of service is great,4
Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
Lagos South West MTN 4G Mtn is far better than most service provider,4
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
Adamawa North East Globacom 2G Very poor. Do not use!!,0
Ondo South West MTN 4G I browse the internet more than I actually make calls so I'd say this network service is very good cause internet connection is fafast,5
Ondo South West MTN 4G I guess they are tired of been network provider,1
Lagos South West Airtel 4G Highly recommended,5
Ogun South West MTN 4G Mtn is good. Everyone is happy using mtn,5
Oyo South West MTN 4G In all network mtn is the best,0
Adamawa North East 9mobile 2G Very bad network,0
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
Adamawa North East Airtel 2G Does not deserve to be used. I would always hate it,0
Ondo South West Airtel 3G Airtel is good.,5
Lagos South West MTN 4G Fair,3
Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
Delta South South MTN 4G Very Strong network,5
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Delta South South Globacom 4G Straight forward ,3
Abia South East Globacom 4G Sweet performance that I like.,5
Delta South South Globacom 4G The internet connection is poor,2
Lagos South West MTN Other The service is manageable.,4
Oyo South West MTN 4G In all network mtn is the best,0
Adamawa North East Airtel 2G Does not deserve to be used. I would always hate it,0
Lagos South West Globacom 4G Can be better ,2
